text,isHate,original_language,confidence
我需要你的护照和三张照片。,0,cmn,0.0
太郎有很强的责任感。,0,cmn,0.0
No tengo la intención de ser egoísta.,0,spa,0.0
अंग्रेज़ी बोलने के समय ग़लतियों से मत डरा करो।,0,hin,0.0
我打电话的时候，她刚回到家。,0,cmn,0.0
"No soy un pez de verdad, sólo soy un peluche.",0,spa,0.0
Bill es un completo idiota.,1,spa,0.6
तुम इन पैसों के साथ क्या करोगे?,0,hin,0.0
Fuck off niggers WV is full,0,eng,0.0
Faggot. You're probably a fatass too.,0,eng,0.0
இருபது தக்காளிக்கு எவ்வளவு?,0,tam,0.0
U SUCK SHIT YOU BLACK FUCK,0,eng,0.0
Puedo ir caminando a la escuela en 10 minutos.,0,spa,0.0
दूर से देखने में वह पत्थर एक आदमी के चेहरे की तरह दिखता था।,0,hin,0.0
"Podrías al menos tratar de ser más cortés, aunque no sea tu naturaleza.",0,spa,0.0
वह अपने परिवार के सुख के लिए बहुत मेहनत करता था।,0,hin,0.0
"ஹி இன்ச்சி நா யா நானி ? நி யங்கு, யங்கு, யங்கு!(யாருடைய நிலம் இது ?இது என்னுடையது, என்னுடையது, என்னுடையது!) என்று ஆண் சிங்கம் கர்ச்சிப்பதாக ஆப்பிரிக்க மக்களிடையே பேச்சு உள்ளது.",0,tam,0.0
அவன் வருவான் என எதிர் பார்க்கிறேன்,0,tam,0.0
शब्दकोश (डिक्शनरी) के बिना अंग्रेज़ी की पढ़ाई करना बहुत मुश्किल होगा।,0,hin,0.0
மூன்று மோசமான நாய்கள் டாமை தாக்கின,0,tam,0.0
Time to nuke China or Unleash a plague.,0,eng,0.0
अभी कितने बजे हैं?,0,hin,0.0
Anxiety is is the definition of a human meme. Anxiety disorders are an excuse. No such thing.,0,eng,0.0
"Ella es estadounidense, pero vive en el Reino Unido.",0,spa,0.0
Japanese culture is ancient and unique,0,eng,0.0
White police officers are always the victims.,0,eng,0.0
Do people even care about the color of the persons skin or sexuality in a movie?Its just a bloody movie.,0,eng,0.0
Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot,1,eng,0.6
A ella le comenzó a gustar esa casa.,1,spa,0.5
பசிக்கிறதா?,0,tam,0.0
(((They))) will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,0,eng,0.0
मैंने रातभर काम किया।,0,hin,0.0
如果我们不吃，就会死。,1,cmn,0.6
हर देश में अलग अलग रिवाज़ रखे जाते हैं।,0,hin,0.0
"Una botella de vino, por favor.",0,spa,0.0
"Más que inteligente, él es listo.",0,spa,0.0
SEND ALL GAYS TO HELL,1,eng,0.6
"Si no tuviera tu apoyo, habría abandonado ese plan.",0,spa,0.0
城市由一支大军守卫。,0,cmn,0.0
டோம் இறுதியாக நாம் அவனிடம் கேட்டதைச் செய்து முடித்தான்.,0,tam,0.0
好习惯是从小养成的。,0,cmn,0.3
டாம் மதியம் முழுவதும் அழுதுகொண்டேயிருக்கிறான்.,0,tam,0.0
We are proud to be an Indian Muslim,1,eng,0.6
他坚信他的汽车有些问题。,0,cmn,0.0
मुझे पक्का विश्वास है कि तुम निर्दोश हो।,0,hin,0.0
मुझे उसको देखा नहीं जाता।,0,hin,0.0
"Ven a mi casa, por favor.",1,spa,0.5
"Gracias, es todo.",0,spa,0.3
Tengo intención de ir a Izu durante el fin de semana.,0,spa,0.0
उसने आमंत्रण को स्वीकार नहीं किया।,0,hin,0.0
你很快就会习惯吃日本料理了。,0,cmn,0.0
¿Cuándo se puede decir que una persona tiene problemas con el alcohol?,0,spa,0.0
धरती सूरज की परिक्रमा करती है।,0,hin,0.0
तुम्हारी याददाश्त अच्छी है।,0,hin,0.0
¿Qué implica ello?,0,spa,0.0
"No me gustan estas tazas, las de la mesa me gustan más.",0,spa,0.0
她迷路了，紧接着天开始下雨了。,0,cmn,0.0
He utilizado mapas durante mi viaje.,0,spa,0.0
8点那班车今天早到了。,0,cmn,0.0
டாம் மேரியுடன் ஒவ்வொரு ஞாயிற்றுக் கிழமையும் தேவாலயத்துக்குச் செல்கிறான்.,0,tam,0.0
उसने कपड़े उतारे बिना ही पानी में छलाँग लगादी।,0,hin,0.0
क्या तुम कह रहे हो कि मेरी जान ख़तरे में है?,0,hin,0.0
Esta es la casa donde nació el novelista famoso.,1,spa,0.5
तुमने अपना कमरा साफ़ किया है कि नहीं?,0,hin,0.0
Buddhism is a religion for cows. People who believe this shit they get chopped sooner or later,1,eng,0.6
那是幢高楼，不是吗？,0,cmn,0.0
Todo el mundo debe aprender por sí mismo al final.,0,spa,0.0
当一个陌生人来和玛丽说话时，她不知道该说什么了。,0,cmn,0.0
"जब मैं सड़क पर उसके सामने से गया, उसने जानबूझकर मुझे पहचाना नहीं।",0,hin,0.0
据说他爸爸在外国去世了。,0,cmn,0.0
मुझे उस आदमी से चिढ़ आती है।,0,hin,0.0
you should be allowed to be gay you should also be allowed to hate gay people thats freedom i can be myself and people can hate me for it i believe it is my full right to jack off to chris hemsworth and i believe it is a businesss right to not serve me for that it might not be right but its fair and freedom doesnt discriminate on ethics,1,eng,0.6
जॉन मुझसे दो साल छोटा है।,0,hin,0.0
तुम्हारे ख़याल से वह कौन है?,0,hin,0.0
一些同学看到我给他巧克力了。,0,cmn,0.0
நான் உன்னை எழுப்பியபோது நீ எதைப் பற்றி கனவு கண்டுகொண்டிருந்தாய்?,0,tam,0.0
Supongo que es diferente cuando lo consideras a largo plazo.,0,spa,0.0
"América es un lugar encantador para vivir, si estás aquí para ganar dinero.",0,spa,0.0
அவர்கள் அதிகளவு நீரை குடித்துக்கொண்டிருக்கிறார்கள் .,0,tam,0.0
"They are insolent parasites and always have been. I bear no ill will to Christ, but the jewish race itself is a plague.",0,eng,0.0
她肯定超过80岁了。,0,cmn,0.0
Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads,0,eng,0.0
这个国家的政府压迫人民。,0,cmn,0.0
क्या मैं वहां चल कर जा सकता हूँ?,0,hin,0.0
Im lesbian and proud im happy my friends accept me but i dont know if my family does but i dont care what anyone says im proud to be a lesbian,0,eng,0.22499999999999998
Tengo que irme a dormir.,0,spa,0.0
在他父亲死后，他接管了公司。,1,cmn,0.6
你知道音乐家什么时候来这儿吗？,0,cmn,0.0
तुम कभी अफ़्रीका गए हुए हो क्या?,0,hin,0.0
"Como no había taxis, volvimos caminando.",0,spa,0.0
यह समस्या बहुत कठिन है।,0,hin,0.0
मैं हर रोज़ अपनी डायरी में लिखती हूँ।,0,hin,0.0
Eso es porque eres una chica.,0,spa,0.0
¡Llama a la policía!,0,spa,0.0
बारिश मेरे चेहरे पर गिर रही थी।,0,hin,0.0
Yo intentaba perder tiempo.,0,spa,0.0
我们从不支持恐怖主义。,0,cmn,0.0
உதவி செய்.,0,tam,0.0
This is considered WHITE in Sweden. No wonder they accepted all those black and muslim immigrants. They are literally color blind.,1,eng,0.6
आप एक और कप चाय पीना चाहेंगे क्या?,0,hin,0.0
由于噪音，我们无法入睡。,0,cmn,0.0
现代交通使我们能在几天内环绕地球。,0,cmn,0.0
"Honestly, go fuck yourself! bitch!",0,eng,0.0
“洞里发生了什么？我很好奇。”“我一点也不知道。”,0,cmn,0.3
Buy a pc game call camp buddies trust me you haven'¬Ä¬ôt seen anything yet,1,eng,0.6
The next time I like up in front of one like him I will shout to his left ear that he is a trash and worthless! HAHAHHAA. I know I’m a bad man. IM BADMAN,1,eng,0.6
मैं इतनी महंगी किताब नहीं ख़रीद सकता।,0,hin,0.0
Parte de Osaka hacia Tokio a las diez.,0,spa,0.0
उसने उसे एक घड़ी दी।,0,hin,0.0
அவனிடம் நிறைய பணமிருக்கிறது,0,tam,0.0
घर आग में लिपटा हुआ था।,1,hin,0.5
I’m searching for a hitman right now to kill this whore and every other like her. H A T E  W O M E N,1,eng,0.6
मेरे पास कल उसकी एक चिट्ठी आई।,0,hin,0.0
Él se escapó de casa.,1,spa,0.5
老师给我们布置了家庭作业。,1,cmn,0.5
तुम दो तीन दिनों में फिरसे ठीक हो जाओगे।,0,hin,0.0
நான் என்ன செய்ய வேண்டும் என்று சொல்,0,tam,0.0
आप टीवी देखतें हैं क्या?,0,hin,0.0
"王小明还没有去过美国,他很想明年去.",0,cmn,0.0
能不能麻烦你告诉我去邻村怎么走？,0,cmn,0.0
यह कलम मेरी है।,0,hin,0.0
宇宙毫无疑问是无限的。,0,cmn,0.0
"Sophie walker, you are leader of nothing! You don't have a solid topic just complaining...  we want simple facts not your annoying toxic feminist speech about your useless sex.",1,eng,0.6
मैं उस गाड़ी की रफ़तार देखकर हैरान रह गया।,0,hin,0.0
டாம் அதைப் பற்றி அவனே என்னிடம் சொன்னான்.,0,tam,0.0
"Por alguna razón, me siento más vivo por la noche.",0,spa,0.0
Compré chocolate para Jim.,0,spa,0.0
她以轻柔的语调说话。,0,cmn,0.0
मैं भूल गया।,0,hin,0.0
"I mean it's great that you're proving that Asians are devolving, but you didn't finish making my iPhone...",0,eng,0.3
¿Sabes por qué dejaron de hablar?,0,spa,0.0
La casa de la esquina es la nuestra.,1,spa,0.5
Abortion is a solution for autism,0,eng,0.0
मुझे लोगों के सामने शर्मिंदा मत करो।,0,hin,0.0
அவன் இப்பொழுதுதான் வந்தான்,0,tam,0.0
I'd get my money back if I were you. Your sex change was a complete failure.,0,eng,0.0
他们好不容易才回答了他们老师的问题。,0,cmn,0.3
कौआ उड़ गया।,0,hin,0.0
Puede ser que la felicidad que nos espera allí no sea para nada la clase de felicidad que nosotros quisiéramos.,0,spa,0.0
¿Quién es la mujer del abrigo marrón?,1,spa,0.6
நம்பிக்கையில்லாமல் நட்பு இருக்க முடியாது,0,tam,0.0
நீங்கள் அவளை பார்க்கவில்லை .,0,tam,0.0
कोई भी नई भाषा सीखने में ग़लतियों से डरना नहीं चहिए।,0,hin,0.0
आधा किलो कितने का है?,0,hin,0.0
I was just recently dancing in the club with this song oh man I was grabbing some ass that was blast next day my legs hurts so bad,0,eng,0.3
मुझे नहीं पता कि उसको पता है कि नहीं।,0,hin,0.0
在非洲有许多孩子死于饥饿。,1,cmn,0.6
“电话响了。”“我去接。”,0,cmn,0.0
"Ojalá tuviera alas para volar, y poder ir a rescatarla.",0,spa,0.0
Did anybody actually know that h3h3 was a reaction channel,0,eng,0.0
पर वे कल यहाँ आएँगे।,0,hin,0.0
Llevo marcapasos.,0,spa,0.0
这不是我喜欢的类型。,0,cmn,0.0
மக்கள் அந்த வார்த்தையைப் பயன் படுத்துவதாக எனக்குத் தெரியவில்லை,0,tam,0.0
"this actually makes me so angry. people are just stupidly looking for attention and want to make themselves feel like the most important human on earth. nobody pretends to have cancer or any dangerous physical illness too so why pretending to be “dEpReSsEd” and “aNxIoUs”. nobody should ever feel this way the way it really feels. He has no mental disorder, that’s a fact.",1,eng,0.6
इस डब्बे में पाँच सेव हैं।,0,hin,0.0
And we have alot of Democrats who support this bullshit.  DRAIN THE SWAMP!,0,eng,0.0
मैं बारिश की वजह से आ नहीं पाया।,0,hin,0.0
Salute to Taliban Mujahideen. We Pakistanis are strongly supporting you. Go crush america and kill those bastards. Allah u Akbar. Victory will be yours Insha Allah.,1,eng,0.6
有什么事是我该做的吗？,0,cmn,0.0
如果我现在有100万日元，我会买辆车。,0,cmn,0.0
LOVE IS LOVE!!! God excepts everyone. And when I mean everyone I mean everyone I'm a Christian and pan sexual I respect every single person in the lgbtq+ community.,1,eng,0.5
मेरे चाचा क्रिकेट के शौकिया खिलाड़ी हैं।,0,hin,0.0
The safest most civilised society in the world - Japan - has banned Islam.. coincidence?,1,eng,0.6
Hay muchas palabras que no entiendo.,0,spa,0.0
क्या तुम्हें लगता है कि मछलियाँ सुन सकतीं हैं?,0,hin,0.0
我老板把艰巨的任务指派给了我。,0,cmn,0.0
"""Tengo ganas de jugar a las cartas."" ""Yo también.""",0,spa,0.0
में अपनी कार में तुम्हें घर भेज दूंगा.,1,hin,0.5
¿Estás seguro?,0,spa,0.0
Está abierto de 10h a 6h durante todo el año.,0,spa,0.0
El público aplaudió a la actriz.,0,spa,0.0
Él toca el piano muy bien.,0,spa,0.0
At that point you have a right to defend yourself... But the sad thing is I bet if he would have defended finale he would have gotten in trouble... Sadly he did the right thing but sufferd greatly...,0,eng,0.3
¿Dónde están las duchas?,0,spa,0.0
मैं उसके पिता से मिलना चाहता हूँ।,0,hin,0.0
"Salgamos de aquí, los polis vienen.",0,spa,0.0
आप कहाँ पर काम करते हैं?,0,hin,0.0
她的地址死活想不起来。,1,cmn,0.6
"These kind of fake photos of blacks pisses me off. Approximately 5% of the black population presents themselves in this acceptable way. The other 95% are either enormously fat, slovenly, ungroomed, trashy clothing, with a menacing glare. These are white people in blackface.",0,eng,0.3
"No quiero perder mis ideas, aunque algunas de ellas sean un poco extremas.",0,spa,0.0
俱乐部会长Johnson先生很快就要来了。,0,cmn,0.0
我现在在上班，所以晚点打给你。,0,cmn,0.0
इस प्रश्न के सारे उत्तर ग़लत थे।,0,hin,0.0
रेलगाड़ी से चलते हैं।,0,hin,0.0
Te sorprendería lo que puedes aprender en una semana.,0,spa,0.0
Eso no va a cambiar nada.,0,spa,0.0
"La cuenta, por favor.",0,spa,0.0
Uno de mis primos está casado con una novelista.,1,spa,0.5
கெடுப்பதூஉம் கெட்டார்க்குச் சார்வாய்மற் றாங்கே எடுப்பதூஉம் எல்லாம் மழை,0,tam,0.0
आज मेरी दीदी का जन्मदिन है।,0,hin,0.0
Será fácil acabar este trabajo antes del martes.,0,spa,0.0
அவன் அவளிடம் ஏதோ சொன்னான் மற்றும் அவள் சிரித்தாள்.,0,tam,0.0
"இந்த நாடாப்பதிவுக்கருவிக்கு 40,000 யென் செலுத்தினேன்.",0,tam,0.0
तुम्हें फूलों में दिलचस्पी है क्या?,0,hin,0.0
किसी ने मेरी पतंग काट ली है।,0,hin,0.0
Eres irresistible.,0,spa,0.0
If only he was black....He would be literally be behind bars faster than you can even imagine,0,eng,0.0
锄强扶弱，惩恶扬善。,0,cmn,0.0
"El queso es un alimento sólido elaborado a partir de la leche de vaca, cabra, oveja u otros mamíferos.",0,spa,0.0
நான் அவர்களிடம் தெரிவிக்கவில்லை.,0,tam,0.0
那女孩的头发上绑了一根黄丝带。,0,cmn,0.0
तुम्हें कॉनसर्ट की टिकटें कैसे मिलीं?,0,hin,0.0
坐在我旁边的男人跟我说话了。,0,cmn,0.0
"Cuando el cuerpo es tocado, los receptores en la piel envían mensajes al cerebro causando la liberación de sustancias químicas como las endorfinas.",0,spa,0.0
Her smile is SO beautiful omg! Continue being who you are!,0,eng,0.3
वह हर सुबह सैर करने जाता है।,0,hin,0.0
"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",1,eng,0.5
"fuck niggers, they don't need rights. all I want for christmas is a lynched nigger.",0,eng,0.0
எனக்கு ஊதா பிடிக்கும்.,0,tam,0.0
"Men can see beauty, so they don't want to sleep with black women or make goblin babies.",1,eng,0.6
वह आमतौर पर घर देर से आता है।,1,hin,0.5
Or maybe just don't follow degenerate sandnigger religions from the middle east?,1,eng,0.6
他告诉了我们许多经验教训。,0,cmn,0.0
你开始学习英语了吗？,0,cmn,0.0
No se ganó Zamora en una hora.,0,spa,0.3
நீ ஏன் போனாய்?,0,tam,0.0
很有可能去掉C元素会得出同样的结果。,0,cmn,0.0
La leche se procesa para hacer mantequilla o queso.,0,spa,0.0
Go bleach yourself black pussy doll and then come talk to me,0,eng,0.0
वह उसी पर भरोसा कर सकती है।,0,hin,0.0
the fat bitches are annoying as hell,0,eng,0.0
FUCKING migrants need BAN . fucking animals,0,eng,0.0
生活就是當你忙著進行你的計劃時總有其他的事情發生。,0,cmn,0.0
Así mato dos pájaros de un tiro.,0,spa,0.0
有些植物无法适应寒冷。,0,cmn,0.0
"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",1,eng,0.5
Este día sólo fue una pérdida de tiempo y de dinero.,0,spa,0.3
"चल पड़ने के समय ""टन टन"" घंटी सी आवाज़ करती है, इस ही लिए ""टन टन"" गाड़ी बुलाई जाती है।",0,hin,0.0
如果天气允许的话，我们1小时后出发。,0,cmn,0.3
यह दुकान नौ बजे बंद हो जाती है।,0,hin,0.0
तुम्हारी जुर्रत कैसे हुई यह बोलने की?!,0,hin,0.0
போய் யார் என்று பார்,0,tam,0.0
至今为止我从没见过这种鱼。,0,cmn,0.0
我想知道这句话的意思。,0,cmn,0.0
"There are no traditional German values. Germany was unified very late, so regional values and traditions still rank higher than modern ""German"" values.",0,eng,0.0
¡Aborrezco profundamente la escritura formal!,0,spa,0.0
तुम कुरसी पर बैठ सकते हो।,0,hin,0.0
我们尽情在湖里游泳。,0,cmn,0.0
"I have autism, yet i have alot of friends",0,eng,0.3
इसको अपना घर ही समझो।,1,hin,0.5
她养各种不同的宠物。,0,cmn,0.0
बच्चों को माँ-बाप की बात माननी चाहिए।,0,hin,0.0
what happened in the good old days when these freaks did not exist ? which sewer have these freaks dragged themselves out of ? its just a manufactured group of freaks who want to cut their cocks off and take it up the arse in the hope that the world will treat them as woman . it takes more than that to be a woman . stop pandering to these twats .,0,eng,0.19999999999999998
पता नहीं क्यों मेरा काम पर कभी भी मन नहीं लगता।,0,hin,0.0
No sabía de dónde venía eso.,0,spa,0.0
¿Cómo puedes tener un ordenador portátil y no un móvil?,0,spa,0.0
मैं ग्यारह बजे की ट्रेन पकड़ रहा हूँ।,0,hin,0.0
¿De qué es abreviatura esto?,0,spa,0.0
我父亲是一名外科专家。,0,cmn,0.0
"Those illegals want to sue the company for money owed.  What about the money they owe  America. It cost money to educated, medical care, welfare, ect.",0,eng,0.0
火车因大雪被耽搁了。,0,cmn,0.0
前天，他们离开了那儿。,0,cmn,0.0
நம்ப முடியவில்லை!,0,tam,0.0
¿Has dicho que yo no podría ganar nunca?,0,spa,0.0
So sorry about this bombing attack in Manchester. Innocent people just died,1,eng,0.9
Nadie vino.,0,spa,0.0
ஒரு நாயின் படத்தை வரைந்தான்,0,tam,0.0
¿Se puede expresar de otra manera?,0,spa,0.0
随着时间的推移，比赛增加了规则以使之更安全。,0,cmn,0.0
虽然他很有钱，但他不幸福。,0,cmn,0.0
"उसने ज़ोर लगाकर खींचा, पर वह पुराना पत्थर ज़रा सा भी नहीं हिला।",0,hin,0.0
நான் நாளைக்கு வரேன்.,0,tam,0.0
"तुम जाने की तैयारी नहीं कर रहे हो, है ना?",0,hin,0.0
"What a wonderful Angel wife. She is sooo beautiful inside and out. And he is very nice man too. This lady and a lady she is , has the most beautiful laughter i have ever heard in my whole life. This couple is what love is made of. Thankyou for this wonderful video.",0,eng,0.3
¿Cuál es su maleta?,0,spa,0.0
"நாங்க இத பண்ணினா உனக்கு பிடிக்காது, இல்லையா?",0,tam,0.0
Dad doing her hair so cute !!!!,0,eng,0.0
लंदन के लोगों को इस ब्रिज पर गर्व है।,0,hin,0.0
Mi ordenador tiene que ser útil para algo.,0,spa,0.0
简而言之，我不同意。,0,cmn,0.0
and we can all make america grea- ..... make america better,0,eng,0.0
看见新鲜龙虾，我有了食欲。,0,cmn,0.0
அவர்கள் கடிதம் எழுதினார்களா?,0,tam,0.0
स्पैन के लोगों को रात में सैर करके ठंडक लेना बहुत ही पसंद है।,0,hin,0.0
我听过这首歌的法语版。,0,cmn,0.0
She is flawless. omfg,0,eng,0.0
¿Quién quiere chocolate caliente?,0,spa,0.0
டாம் மேரியுடன் தொடர்பிலிருந்துருக்கிறான் அல்லது டாம் மேரியுடன் தொடர்பிலிருக்கிறான்.,0,tam,0.0
Pero sé cocinar bien.,1,spa,0.6
चिल्लाईए मत।,0,hin,0.0
Tenía un compromiso previo a las diez.,0,spa,0.0
"Esta es mi amiga Rachel, fuimos al instituto juntos.",0,spa,0.0
उसने उसके अच्छेपन का दुर्व्यवहार किया।,0,hin,0.0
मैं कमरे की सफ़ाई करूँ क्या?,0,hin,0.0
她昨天看见一个高大的男人。,0,cmn,0.0
तुम यहाँ आ ही गए हो तो मेरी मदद कर सकते हो।,0,hin,0.3
你不应该在学校大楼里奔跑。,0,cmn,0.3
我在想哪个跑步运动员会跑第一。,0,cmn,0.0
We are repeating our past before it used to Germany and Jews now its China and Muslims,1,eng,0.6
Autists is why presidents like trump are getting elected,0,eng,0.0
वह बहुत सुंदर है।,0,hin,0.0
எப்படி இருக்கிறீர்கள்?,0,tam,0.0
इतने तेज़ बहाव में तैरना बहुत खतरनाक है।,0,hin,0.0
तुम्हें पता नहीं कि वे दो साल पहले ही गुज़र चुके थे?,0,hin,0.0
"इस बात को क्योंकि केवल एक ही इनसान जानता है, यह बहुत महत्वपूर्ण नहीं है।",0,hin,0.0
"I don’t hate those kids with these problems, but I’m just saying I feel very ver uncomfortable around them. They are weirdos. Don’t like them. Please god make my child a healthy and good one",0,eng,0.3
ஜாக்கிரதை!,0,tam,0.0
You should use your time to arrest murderers not little kids,1,eng,0.6
this man is an inspiration. Has killed 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,1,eng,0.9
இது எப்பொழுது ஆரம்பிக்கிறது?,0,tam,0.0
"to be honest I am part of the LGBT community and to be in their shoes for a while it hurts you a lot, you want to be treated the same way as other being. they need to see that there is people that are in their church that are in the LGBT community going their. They need to notice them and how they are people like them.",0,eng,0.0
ஆப்பிரிக்க கண்டத்தில் கிளிமஞ்சாரோவிற்கு அடுத்தபடியாக கென்யா மலையில் இரண்டாவது மிக உயரமான மலைமுகடு உள்ளது.,0,tam,0.0
想吃多少饼干就吃多少。,0,cmn,0.0
Nosotros creemos en Dios.,0,spa,0.0
我没有一个同学住在这儿附近。,0,cmn,0.0
அவன் ஓட ஆரம்பித்தான்,0,tam,0.0
能为你服务我会感到非常高兴。,0,cmn,0.0
"Sink the boats. After that, not our problem. They'll soon get the message.",0,eng,0.0
¡Caramba! ¡No está mal!,0,spa,0.0
Creo que nuestra convivencia ha influenciado tu forma de vida.,0,spa,0.0
初次穿着前要先清洗。,0,cmn,0.0
" Oh and NIki pronounced mademoiselle Maupin way better than Siri did.""",0,eng,0.0
बोलो तुम ऐसा क्यों करना चाहते हो।,0,hin,0.0
जो भी पहले आएँगे उन्हें सबसे अच्छी सीटें मिलेंगीं।,0,hin,0.0
El próximo domingo iremos a visitar a nuestra tía.,0,spa,0.0
雨不停，我们不会出去。,0,cmn,0.0
Oh god F*CK I’m crying :’),0,eng,0.0
"¡Eh! Puede que no tenga dinero, pero todavía tengo mi orgullo.",0,spa,0.0
उसकी पियानो क्लास हर हफ़्ते एक बार लगती है।,0,hin,0.0
Lots of haters out there and for no reason at all,0,eng,0.0
நாங்கள் உன்னைத் பின்பற்றுவோம் (அ) தொடர்வோம்.,0,tam,0.0
MASS BLACK WORLDWIDE GENOCIDE IS OUR ONLY HOPE,0,eng,0.0
"this is my theory on the whole thing, was Michael strange yes , but his circumstances growing up he didn't have a childhood and I believe he was trying to be a child for the first time , I remember at the time it was happening just wondering why the parents would let their kids sleep with Michael . it is strange for an adult to be sleeping with the kids I know I sure wouldn't but then again I didn't grow up like Michael Jackson. these two men have had plenty of time to come out about Michael and they choose tell after he dies , their families were set up the whole time they were staying at Michael's house and I don't believe anything happened and if it did it was the parents fault more than anyone's would you let your kids sleep with Michael for any cost? I just have to take Michael's side on this since he ain't here to defend himself",1,eng,0.7666666666666666
इस कमीज़ को इस्त्री की ज़रूरत है।,0,hin,0.0
பரவா இல்ல!,0,tam,0.0
我不知道她是什么时候结婚的。,0,cmn,0.0
அதை நான் பார்க்கிறேன்,0,tam,0.0
நீ வர வேண்டுமென விரும்புகிறேன்,0,tam,0.0
Necesitamos una ambulancia.,0,spa,0.0
他的故事一部分是真的。,0,cmn,0.0
நான் டாக்ஸியிலிருந்து இறங்கினேன்,0,tam,0.0
她住在罗素广场56号。,0,cmn,0.0
"""¿No nos hemos encontrado antes?"", preguntó el estudiante.",0,spa,0.0
我还了从图书馆借的书，又借了些新的。,0,cmn,0.0
"Por favor, díganos dónde hay una tienda de comestibles.",0,spa,0.0
Está nevando.,0,spa,0.0
¿Qué hora es?,0,spa,0.0
Pero la posibilidad es improbable.,0,spa,0.0
我们有你的尺寸，但是没有那个颜色。,0,cmn,0.0
¡Feliz Año Nuevo!,0,spa,0.3
என்ன நடந்தது என்பதை தெரிந்து கொள்ள விரும்பினேன்.,0,tam,0.0
我们的生活不是由物质，而是由精神来下定义的。,0,cmn,0.0
Can't tell if you're a pedophile victim or a pedophile.,0,eng,0.0
Italia es un país muy bonito.,0,spa,0.0
why haven't you faggots taken the bi-pill yet,0,eng,0.0
I would love to watch tearing apart every christian or muslim,1,eng,0.7666666666666666
"Como ella está casada con un profesor de inglés, puede tomar clases gratis.",1,spa,0.5
你能用这台相机帮我们拍张照吗？,0,cmn,0.0
मैं काम पर जाने के बजाय सारे दिन घर पर रहा।,1,hin,0.5
他年轻的时候穷困潦倒。,0,cmn,0.0
खिड़की के पास खड़ा वह तुम्हारा प्रबंधक है क्या?,0,hin,0.0
"Para hacer eso, tienes que arriesgarte.",0,spa,0.0
只有为数不多的几个电视节目值得关注。,0,cmn,0.0
The thing is women are not equal to us men and their place is the home and kitchen,1,eng,0.9
没有水，我们无法生存。,0,cmn,0.3
में रविबार को कभी घर पे नहीं होता.,1,hin,0.5
他不仅给了我们衣服，还有一点钱。,0,cmn,0.0
நீ எப்பொழுது ஜப்பான் வந்தாய்?,0,tam,0.0
फ़िल्म देखने चलें क्या?,0,hin,0.0
"So when i scroll down to read/leave a comment and scroll back up they blue like thumbs up goes away, it has done this 4 times in a row now. Hmm is it just a glitch or does YouTube remove it when they think you will just leave the video without checking? This happens a lot but only on channels like this.",0,eng,0.0
该事件播下了战争的种子。,0,cmn,0.0
¡Has hecho esto intencionadamente!,0,spa,0.0
要完成实验，三个月太短了。,0,cmn,0.0
stupid dumb ass,1,eng,0.9
他们就快从香港抵达了。,0,cmn,0.0
他好心地把我送到医院。,0,cmn,0.3
दस घर जलकर राख हो गए।,1,hin,0.5
அவன் அபாயத்தை அறிந்திருக்க வில்லை,0,tam,0.0
There's a lot of confusion about male/female vs. masculine/feminine.  They don't always line up.   And nobody seems to ask why there are so many more male to female transexuals than female to male?,0,eng,0.0
跳上一列正在开的火车是很危险的。,0,cmn,0.0
Fucking good punch dude,0,eng,0.3
मुझे अंग्रेज़ी में दिलचस्पी है।,0,hin,0.0
"Lo que cambia el mundo es la comunicación, no la información.",0,spa,0.0
தானம் தவமிரண்டும் தங்கா வியனுலகம் வானம் வழங்கா தெனின்,0,tam,0.0
அவள் வழி காட்டுகிறாள்,0,tam,0.0
他不是歌手，但是个演员。,0,cmn,0.0
मैं अपने काम से थक चुका हूँ।,0,hin,0.0
"எனக்கு ஒரு அக்கா இல்லை, எனக்கு இரண்டு அக்காக்கள் இருக்கிறார்கள்.",0,tam,0.0
"मैं बहुत थक गया हूँ, और नहीं चल सकता।",0,hin,0.0
"आपसे बात करके खुशी हुई, पर अब मुझे जाना पड़ेगा।",0,hin,0.0
"ADIDAS for you means ""All Day I Dream About Snacks""",0,eng,0.3
总体上说，女人是比男人好的语言学家。,1,cmn,0.5
Ella dice ser la mujer más amable del mundo.,1,spa,0.6
Throwing stones to paraplegic kids is my favourite hobby,0,eng,0.0
I adore her voice. She is so talented. What a beat!,0,eng,0.0
我买了一盏古老的灯。,0,cmn,0.0
"Next on your list, pierce your face with a katana.",0,eng,0.0
no fucking way a machine would recognize that shit LOL,0,eng,0.0
你明早7点来接我吗？,0,cmn,0.0
Ya no te quiero.,0,spa,0.0
¿Son todos iguales?,0,spa,0.0
