text,isHate,original_language,confidence,source
My bitch Remy stuck in 06 &#128557;,1,eng,,davidson
another long night with allergies! need better ned than zertec or however you spell it!,0,eng,,davidson
@BabyxShad hoes twerking heavy to that,1,eng,,davidson
¿Me has echado de menos?,0,spa,0.0,
RT @DeeJay138: In some pussy?? Nah work is the best place to be in this weather.,1,eng,,davidson
"RT @northsidegreg: My favorite @OpieRadio line so far has to be ""being blind must suck, because you can't ever be an asshole."" Made me ""ho&#8230;",1,eng,,davidson
&#8220;@Truth_305 10 under in Miami is a keeper&#8221;not hard to find them hoes just like to brain wrestle,1,eng,,davidson
@OttawaPolitico Where does that fucking muzzie edict come from? Feds or Prov govt's?,1,eng,,davidson
I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain't that a slut,1,eng,,davidson
Yo no tengo una cuenta en estos foros.,0,spa,0.0,
说了所有我要说的话后，我感觉很轻松。,0,cmn,0.0,
"Antes de que te des cuenta, saldrás en los periódicos.",0,spa,0.0,
"RT @chels_phelps: Crafty bitches ""@CheatsOfLife: best way to cheat on a test http://t.co/vGneo1T1tG""",1,eng,,davidson
"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp",0,eng,,davidson
RT @ThaReal_Elijah: Real niggah over here&#128175;&#128520;,1,eng,,davidson
"The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!",1,eng,,davidson
RT @YunGMiGo: &#128557;&#128557;&#128557;&#128514;&#128514;RT @Shane_A1: Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,1,eng,,davidson
到了最後，大家一定要靠自己學習。,0,cmn,0.0,
Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov,0,eng,,davidson
किसी ने मेरी पतंग काट ली है।,0,hin,0.0,
मुझे अपना नाम और फ़ोन नम्बर बताईये।,0,hin,0.0,
"@RyanTravers1 I lied, it hurt like a bitch, and it bruises your arm. I would suggest you don't do it lol",1,eng,,davidson
I should've thrown a whole roll of pennies and made her month that bitch.,1,eng,,davidson
trash show,0,eng,,davidson
"RT @MikeDiggEm: ""@_2kkz: She threw me that pussy bt i neva caught it"" gay",1,eng,,davidson
"RT @washingtonpost: China's bird flu outbreak: 3 good signs, 3 bad signs and 3 very bad signs http://t.co/v3n67Gs5Mw",0,eng,,davidson
"@twittwithjosh @cher oh, see cher? see what your particular brand vitriol creates? A boy who thinks it's ok to call a woman a cunt. #libtard",1,eng,,davidson
वह अपने कर्मचारियों के साथ अच्छे से निभता है।,0,hin,0.0,
Too many pretty bitches got the sore throat voice.Mostly red bones. #TurnOff,1,eng,,davidson
"""Why would you wanna be the Green Ranger? He's evil!"" Duh bitch",1,eng,,davidson
I hate when my best friend gets a new bitch and barely chills with me,1,eng,,davidson
the bae gettin her nips pierced &#128525;&#128525;,1,eng,,davidson
 Sorry that I was born as an Indian... ,0,eng,0.0,
Every publicity is good publicity ha ? I'm here after watching leaving neverland i don't know he is guilty or not but in music he is a legend and no one can take that from him,0,eng,0.3,
"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet",0,eng,,davidson
@TheBlackTicTac Call me bitch again and see if I don't slap the sexy out of your mom and have Justin Timberlake bring it back.,1,eng,,davidson
París es un lugar de gran encanto para las mujeres japonesas.,1,spa,0.6,
WOW THIS GUY TALKS LIKE A RETARD HAHAHAHAHAH,0,eng,0.0,
खाना बनाना मुझपर छोड़ दो।,0,hin,0.0,
@Twan_Bradley22 @RoniqueRaw32 that was no accident lmfao these hoes trynna be lowkey slick...,1,eng,,davidson
&#8220;@Moneyhighpapi: When you fuck her GOOD she trip even more&#8221; good dick makes a bitch go crazy,1,eng,,davidson
"@BeavisCumia @jimmysdong
Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein",0,eng,,davidson
那个老人，这么说吧，是一本活字典。,0,cmn,0.0,
They got some trashy ass hoes out here,1,eng,,davidson
don't be surprised when I'm a bitch to you because you're always a dick towards me,1,eng,,davidson
"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",1,eng,,davidson
RT @CdashRay: If all you gunna do is bitch then take ya ass home,1,eng,,davidson
Ain't no love in the ghetto &#128148;,0,eng,,davidson
This people are treating women like dogs!!!!!!,1,eng,0.6,
RT @HG_Shit: Pull up like look at my shoes bitch &#128526;,1,eng,,davidson
These bitches crazzzyyyyyy,1,eng,,davidson
RT @DBOI509: Shave pussy deserve nothing but fie head and good dick #twitterafterdark :),1,eng,,davidson
I can't STAND an ex that won't let go like bitch get a life ain't nobody stuntin yo ass&#128553;,1,eng,,davidson
तुम कितने बजे घर जाते हो?,1,hin,0.5,
Maybe if you weren't such a conceited bitch more people would like you.,1,eng,,davidson
@GirlThatsVonte no it ainn bitch,1,eng,,davidson
Arod like ugly bitches that like to fuck,1,eng,,davidson
இந்த 书 美妙,0,tam,,synthetic_neutral
@rlfclifestyle wtf that bitch was driving around drunk,1,eng,,davidson
"RT @CloydRivers: Roses are red,
Camo is green.
Trick or treat bitches,
Happy Halloween.
Merica.",1,eng,,davidson
Why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;,1,eng,,davidson
@MANIAC3X @elchavaloko he seems like a weak faggot so probably yea,1,eng,,davidson
"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",0,eng,,davidson
Like out of no where you've become an inconsiderate bitch and I'm BEYOND done with your shitty attitude #backup,1,eng,,davidson
eggnog trash,0,eng,,davidson
Not eating pussy is un-American.,1,eng,,davidson
"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26",0,eng,,davidson
"RT @alison_cherry: .@nlisa &amp; I are discussing our awful 90s fashion choices: yellow overall shorts, boxers over leggings. What was your bes&#8230;",0,eng,,davidson
my bitch stay my bitch so don't look she keep that pussy tucked,1,eng,,davidson
"Mum agrees with me, ur being a wee moody cunt and you cani deal with the fact i'm right:/ #dadsbeingsilly",1,eng,,davidson
"u know u watch too much gay porn when u refer to boy butts as ""man ass"" or ""boy pussy"" bc me in my head 24/7",1,eng,,davidson
"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack",0,eng,,davidson
@efethegoddess The shirt trash &#128546; and I'm leaving your room a mess &#128522;,0,eng,,davidson
Ciara not a ghetto name.. Well kinda but it&#8217;s not &#8220;ASHANTI&#8221;,0,eng,,davidson
எப்படி உங்களுக்கு நன்றி சொல்வது என்று தெரியவில்லை.,0,tam,0.0,
Second time these gentrified bitches got on my nerves this morning.,1,eng,,davidson
&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D,1,eng,,davidson
Man I do have hoes and they are all in the same location &#128589;,1,eng,,davidson
Kill ALL black people.,1,eng,0.6,
RT @FuckBoyLog: I bet I hit that bitch.. like a game winner,1,eng,,davidson
Fucking cunts.,1,eng,,davidson
"@n0tsteven whatever you wall hackin pussy bich I'll fuk u up like I did ur mum, ur sis, ur step sis, ur mums mum, ur mums aunt 420 bich bich",1,eng,,davidson
कैसा चल रहा है?,0,hin,0.0,
Hell yeah that bitch gon' go ham,1,eng,,davidson
#Shoutout to everybody that follow a nicca!!,1,eng,,davidson
Que tengas una 早上 wonderful,0,spa,,synthetic_neutral
"as someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it. making jokes is a different story for me though, I make jokes to help me cope but there's a line between joking and being disrespectful.",0,eng,0.3,
Crystal got all the hoes.,1,eng,,davidson
Yas bitches YAS &#128588; http://t.co/bsrWTMKw87,1,eng,,davidson
आपका दिन wonderful हो,0,hin,,synthetic_neutral
"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. :P",0,eng,,davidson
Slow down the cuts between shots. Way too fast.,0,eng,0.0,
"this is my theory on the whole thing, was Michael strange yes , but his circumstances growing up he didn't have a childhood and I believe he was trying to be a child for the first time , I remember at the time it was happening just wondering why the parents would let their kids sleep with Michael . it is strange for an adult to be sleeping with the kids I know I sure wouldn't but then again I didn't grow up like Michael Jackson. these two men have had plenty of time to come out about Michael and they choose tell after he dies , their families were set up the whole time they were staying at Michael's house and I don't believe anything happened and if it did it was the parents fault more than anyone's would you let your kids sleep with Michael for any cost? I just have to take Michael's side on this since he ain't here to defend himself",1,eng,0.7666666666666666,
{target} பயங்கரமான மற்றும் அருவருப்பான,1,tam,,synthetic_hate
auto tranny,0,eng,,davidson
@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift,1,eng,,davidson
@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,0,eng,,davidson
@TeflonDon4200 why lil ricky stole MJ Chain and tried to flex with the bitch in his avi,1,eng,,davidson
@kieffer_jason bitch go get a life before I block your lame ass,1,eng,,davidson
我打电话的时候，她刚回到家。,0,cmn,0.0,
RT @LittleSavage_: oml i never questioned my nigga ab another bitch &amp; if the nigga ever said some shit like that! that nigga lied.,1,eng,,davidson
"u sent nudes when ina relationship or nah? ""@JazmineJanay_: Her pussy bleeding or nah? ""@GraePharoah: -_- http://t.co/W9ZPJfk93r""",1,eng,,davidson
@KINGDOMMINDED__ @_lostb0y fuck off my pussy boi bitch,1,eng,,davidson
&#8220;@Goldmind___: Smoke good weed with a bad bitch&#8221;&#128079;,1,eng,,davidson
"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1,eng,,davidson
वह इस क्लब का सदस्य पाँच साल पहले बना था।,0,hin,0.0,
Obama's Hellfire missiles tend to vaporize Jihadis @BemetOr8 @PureMonotheist #UniteBlue,0,eng,,davidson
La primera en venir fue Jane.,0,spa,0.0,
Melo should've got the bitch for the east,1,eng,,davidson
"RT @JReynolds_: You got niggas, and I got bitches, but I want you. -PND",1,eng,,davidson
@protegykid I would reply with the red emoji but I'm not a nigger,1,eng,,davidson
@Blackman38Tide lmfao go to bed whitey &#128129;,1,eng,,davidson
"RT @ceoo_97: &#8220;@POSlTlVEVlBE: a loyal girl truly does come with a smart mouth &amp; arguments,only a hoe will let you do as you please cause she&#8230;",1,eng,,davidson
&#8220;@daaamian_69: &#8220;@tankGonzalez: Stop being such a bitch&#8221;&#8221;,1,eng,,davidson
Why does this bitch on the olympics have a giant band aid on that looks like MIA designed it for american apparel?,1,eng,,davidson
Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v,0,eng,,davidson
...and I'm goin back to school.. only for the hoes and a class or two,1,eng,,davidson
毕加索是个有名的艺术家。,0,cmn,0.0,
तुम कुरसी पर बैठ सकते हो।,0,hin,0.0,
"RT @HYPEBEASTAUSTIN: love one of you bucket headed hoes 

noway.",1,eng,,davidson
RT @44BINKO: &#8220;@Say_Lil_Zack: I love female cops&#128525;&#8221; they b sum hoes too fuck da jakes &#128110;&#128165;&#128299;,1,eng,,davidson
I really wish I owned a rocket launcher to use on every retard driving in front of me today #roadrage,1,eng,,davidson
For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy,1,eng,,davidson
Él apagó la luz y se acostó.,0,spa,0.0,
Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS,0,eng,,davidson
"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;",1,eng,,davidson
@Rvm3o bitch Boy,1,eng,,davidson
I'm up and at it before the birds wake up so you can't tell me shit.,1,eng,,davidson
我看见一个长头发的女生。,0,cmn,0.0,
RT @ShanTaughtUwell: Never trust a bitch that try to be a side bitch,1,eng,,davidson
Indiana ain't gone give these niccas shit ... They was posed to win the last game!,1,eng,,davidson
Be aware of the girl in class who doesn't know how to control her emotions because she doesn’t understand that it's not socially acceptable for someone her age to have an outburst.,0,eng,0.0,
Zach Huggins tell yo bitch to leave me tf alone,1,eng,,davidson
"I luv watching gas monkey, they be havin some classics on there.",0,eng,,davidson
Los españoles tienen dos apellidos.,0,spa,0.0,
"What ppl expect, august aslina is a nig from New Orleans",1,eng,,davidson
Why do I play these scary PC games? Cuz im not a pussy and i like being scared shitless,1,eng,,davidson
Lesbian chewbacca,1,eng,0.6,
RT @TiffaniRenee3: @Victoria_Finae @drrrruuuu jealous bitch. &#128514;,1,eng,,davidson
Technically ISIS is a CIA/US creation so...,0,eng,0.0,
This side hoe main chick talk is disgusting. Get a life man,1,eng,,davidson
"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",1,eng,,davidson
这个book很美丽,0,cmn,,synthetic_neutral
என்னிடம் பேசு,0,tam,0.0,
That's how I know the pussy is ready for me &#8220;@WhoIsAshanti: @VroomDET @TieMyDuragBoo white people gay.&#8221;,1,eng,,davidson
I wanna be around bitches &amp; have fun &#128556;,1,eng,,davidson
@helloookrisssy lol I don't got nothin against nobody witta man. I'm just sayin summa these hoes be lyingggggg,1,eng,,davidson
Browns and redskins shouldn't be considered nfl teams,0,eng,,davidson
"One big school, full of fake bitches.",1,eng,,davidson
No wonder these ppl that call themselves niggas &amp; thugs able to convince their hoes false ideas about men like me in our intellectual dress,1,eng,,davidson
Yukio Mishima se suicidó en 1970.,0,spa,0.0,
Embrace it. Love it. Flip this group of mine runoff water colored turds off and make a pick.,0,eng,,davidson
"I&#65533;m tough, ambitious and I know exactly what I want. If that makes me a bitch, then okay.",1,eng,,davidson
@ten_ah_kei superman dat hoe no watch me uuuuuuuuuu&#128514;,1,eng,,davidson
ON. SIGHT!! RT @MichyDoe: Bitch I bet not see you in the streets @CoreyWhiteJr3 trash ass nigga,1,eng,,davidson
"if yo girl doesnt swallow kids, that bitch basic!",1,eng,,davidson
Don't be no bitch &amp; not speak when I initiate a friendly hello.,1,eng,,davidson
La historia se ponía más y más interesante.,0,spa,0.0,
&#8220;@Sair____: you lucky ashit if you got the shawty you want .. &#128527;&#128175;&#8221; a niggah just tryna keep her,1,eng,,davidson
RT @O_ShitItsLaura: Good day with these 2 bitches @yadirasarmiento @Jessycaa_Rubi &#128536;&#9996;,1,eng,,davidson
"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya",1,eng,,davidson
That nigga Tannehill trash lmao Dolphins trash,1,eng,,davidson
RT @KingCurtisJayy: Ugly hoes love to fight lmao . They ain't got none to lose &#128553;&#128514;,1,eng,,davidson
@AyyMartt bitch where you been,1,eng,,davidson
&#8220;@Emoney25_: @West305 @_ImJustDede Ima whoop this boy!&#8221; It's nothing you bean head ass bitch,1,eng,,davidson
Having a bitch come in handy during times like this &#128533;,1,eng,,davidson
{target} son estúpidos y terribles,1,spa,,synthetic_hate
RT @AustinToEllen: Praying today's m&amp;g pictures don't come out yellow &#128591;,0,eng,,davidson
"RT @HlGHKEY: ""I have sex with a lot of guys but I'm not a hoe""......and I can sell Crack to people and not be a drug dealer FOH HOE",1,eng,,davidson
"' And you know that I believe it , cause her pussy to mee... &#1041185;&#1041240; And she don't fuck with many niggahs , she don't fuck with any niggahs &#1041219; .",1,eng,,davidson
I CONFESS&gt; #DegenerateArtist and #RebelScience IS THE #WALRUS who sneaks pussy in the night&gt; I AM #Artist paints your wife with #BASTARDS&gt;,1,eng,,davidson
RT @kiddsmy_pyt: You have a new boyfriend every week.. Tf you doin hoe?,1,eng,,davidson
So jealous of my parents and Bryce gone to rednecks with paychecks for the weekend I should've gone &#128520; http://t.co/F0mZQjWcRp,1,eng,,davidson
"Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you!!!",1,eng,,davidson
"RT @missyantzah: You can do anything you want in life, just don't be a fucking bitch",1,eng,,davidson
RT @lordemusic: i am so pleased and proud to have been announced the sole curator of the soundtrack for MOCKINGJAY - PART 1,0,eng,,davidson
RT @_MindAtEase: Wet pussy with no smell a mf,1,eng,,davidson
Don't make me take yo bitch nigga &#128527;&#128080;,1,eng,,davidson
Fucking douche bro. You're a fag,1,eng,,davidson
"done with all the riff raff, bitchin with your bitch assss",1,eng,,davidson
La casa de él está en las afueras de la ciudad.,1,spa,0.5,
"I dress how I feel, if I felt like a bitch id dress like one",1,eng,,davidson
&#8220;@spannerhead29: @VertrellCarter #faggot&#8221; #Respect,1,eng,,davidson
@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.,1,eng,,davidson
RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,1,eng,,davidson
"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;",1,eng,,davidson
"&#8220;@rocafella123 ""@waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;",1,eng,,davidson
जैक ने मेरा छाता शायद ग़लती से ले लिया है।,0,hin,0.0,
@SteveWorks4You ...you are a lazy redneck. Get back to work governing. Stay off twitter with your lying bullshit....#stockmantheliar,1,eng,,davidson
Well..congratulations u loose one of ur subscriber.... shame on u guys u guys sick.,0,eng,0.0,
उम्मीद मत छोड़ो।,0,hin,0.0,
@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland,0,eng,,davidson
People who slam on the brakes at yellow lights should not be allowed to drive.,0,eng,,davidson
@Are_Ohh_Bee bitch see you then then bitch. And good luck to you.,1,eng,,davidson
मेरी उससे मुलाकात नहीं हुई है।,0,hin,0.0,
"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends.",1,eng,,davidson
RT @rodill_: niggas passing up good girls for hoes.,1,eng,,davidson
RT @aurie_xo: Fuking bitches that don't move when you say excuse me is what's wrong in this world.,1,eng,,davidson
Smashed a werewolf chick and thought she was related to @DominiquePurdy so I felt guilty but then later discovered he didn't know the ho,1,eng,,davidson
RT @YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga,1,eng,,davidson
मैं थक गया हूँ।,0,hin,0.0,
Espero respuesta de usted.,0,spa,0.0,
Lmfao right!..RT @kohkohbxtchzz: You knew you was sidechick. Stop hating hoe.,1,eng,,davidson
"I can't fuck with hoe niggas, I can't trust these hoes niether.",1,eng,,davidson
RT @rose_shayna1: Never cared about how another bitch saw me. I know who I am,1,eng,,davidson
मैं जहाँ भी जाता हूँ हमेशा अपना कैमरा ले कर जाता हूँ।,0,hin,0.0,
"@eruditetina @Orgleader Hey @RevJJackson why dont u get ""involved in black on black situations""? 'Cause hate whitey? B honest now #MikeBrown",0,eng,,davidson
@giannarromano Fuckin moulinyan &#127814;,1,eng,,davidson
RT @keithscho: Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.,1,eng,,davidson
If you ain't ma bro you better watch yo bitch &#128514;&#128514;&#128514;&#128076; borrow yo hoe introduce ma pimp !,1,eng,,davidson
"@jakeysinclair @KamenMyPants it's that puff pass it porn up on the tablet, run up to bitch with assless chaps swearing that I'm catholic",1,eng,,davidson
谢谢你的help,0,cmn,,synthetic_neutral
"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty",1,eng,,davidson
Niggas talking bout 'these hoes ain't loyal' but they been to 6 different barbers.,1,eng,,davidson
RT @LeBronVuitton: Can't none of them hoes swim&#128514;&#128514;&#128514; &#8220;@Jaykelz: @LeBronVuitton @1stName_Bravo they renamed that bitch the yacht club&#8221;,1,eng,,davidson
"RT @iadorewomen_: #IfWeDate 
Get rid of Your Ex's 
&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;&#128694;

Get rid of Your hoes
&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;&#128131;

We don't Need No interference
&#128525;&#128145;&#128107;&#128141;&#128536;&#128143;&#10084;&#65039;&#128175;",1,eng,,davidson
Hanging with daney and ari today !!! &#128556;&#128556;&#128556;&#128556; my bitches !,1,eng,,davidson
&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk,1,eng,,davidson
@AbusiveMen You're a fucking pussy,1,eng,,davidson
Ya no te quiero.,0,spa,0.0,
RT @QwestsideFoolay: &#8220;@MiraGotTheJUICE: Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http://t.co/1NZDVTQSUy&#8221; &#128514;&#128514;&#128514;,1,eng,,davidson
Fuck her pussy &#127814;&#128047; Fuck her mouth &#127814;&#128068; Fuck her ass &#127814;&#128169; &#128514;&#128514; cause she nasty,1,eng,,davidson
It's hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man &#128514;&#128514;&#128514;,1,eng,,davidson
Am ghetto http://t.co/kgu2SePIQZ,0,eng,,davidson
Lavar antes de usar.,0,spa,0.0,
数学就像爱情，一个简单的意思，但可以变得很复杂。,0,cmn,0.3,
@tayscalf must have run out of brownies,0,eng,,davidson
So scared for orientation.I hate meetin new people.They're gonna think im this quiet girl but really im the craziest bitch they'll ever meet,1,eng,,davidson
这个国家的政府压迫人民。,0,cmn,0.0,
Winking emoji? I'm about to fuck her right in the pussy,1,eng,,davidson
All my so whitey bois gone ride,0,eng,,davidson
New pussy ain't always better,1,eng,,davidson
&#8220;@SexyUnderHere: Females that know they are hoes really the coolest chicks....all sex asides&#8221;lmao,1,eng,,davidson
""" Murda Gang bitch its Gang Land """,1,eng,,davidson
Happy Birthday hoe!!! I'll always love you even if we go a year without talking bc you're petty you're still my sister&#128514;&#128149;&#10084;&#65039; @_askaboutbrandy,1,eng,,davidson
"I hope you wrapping it up! Give that pussy a break! All them niggas you fuckin, never been on a date &#128553;",1,eng,,davidson
@lcxancilleri faggot,1,eng,,davidson
RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,0,eng,,davidson
"Dudes kill me with that ""I wouldn't mess with Khloe Kardashian if she ain't have money"" I've seen the hoes y'all be hitting get real",1,eng,,davidson
RT @iCumYouLeave: Every girl sucks dick. Don't let that bitch fool you.,1,eng,,davidson
"So people here donate plasma to feed their drug addiction... I donate because I get money, and I save lives.

Whaddup bitches &#128129;",1,eng,,davidson
Iont got no type NAW bad bitches is the only thing that I like,1,eng,,davidson
My mom wants to buy a zebra like for reals,0,eng,,davidson
"My cheapest, broke ass meal? I had some egg noodles but we ain't have no buter, no pepper, nothing. I put syrup on them bitches.",1,eng,,davidson
@CallNeeshCakey I can't bitch,1,eng,,davidson
Este 音乐 es 美丽,0,spa,,synthetic_neutral
Monkey see monkey doo,0,eng,,davidson
morning 精彩,0,tam,,synthetic_neutral
RT @donaldblack1995: &#8220;@VoiceOfDStreetz: This nigga jerry room smell like bad pussy!&#128530;&#8221;&#128514;&#128514;&#128514;,1,eng,,davidson
"RT @Bdell1014: Hoes be on some ""August Alsina is bae."" No bitch that dusty nigga you got 2 kids with who drives yo car &amp; still wears Rocawe&#8230;",1,eng,,davidson
My bae said u bitches watch y'all mouth lmao,1,eng,,davidson
"Make sure that pussy clean 
Cuz ima eat until you scream",1,eng,,davidson
"""Stop looking us and go eat some pussy, you yuppie fucks.""",1,eng,,davidson
"RT @awhooker: Contrary to belief, us queers don&#8217;t go around looking for things to be offended about. It&#8217;s just you cisheteros say the darne&#8230;",1,eng,,davidson
My nigga was drinking Gatorade like it's not Dumass hot lol bitch drink water,1,eng,,davidson
Estoy tan gordo.,0,spa,0.0,
"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",1,eng,,davidson
We don't love these hoes,1,eng,,davidson
"RT @belong: my self esteem has two levels:

&#8226; i'm a worthless piece of shit who deserves no love 
 
&#8226; bow down before me bitches i am you&#8230;",1,eng,,davidson
"little stupid ass bitch, I ain't fuckin wit chuuu",1,eng,,davidson
RT @JoeBudden: Women all over America are overstating the value of pussy.,1,eng,,davidson
Fucking redneck queers and their game invites,1,eng,,davidson
@jaureguisturnt them bitches smell like my farts i been holdin in since 5th grade,1,eng,,davidson
"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",0,eng,,davidson
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",1,eng,,davidson
You ain't trynna fuc ? Get ya shoes hoe,1,eng,,davidson
RT @yung_gleesh: If rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at &#8230;,1,eng,,davidson
"My reaction when a spoiled white kid says ""nigga"" like they a thug. #everytime #whiggers http://t.co/FZvwC7AskW",1,eng,,davidson
आज कौनसा वार है?,0,hin,0.0,
"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit""",1,eng,,davidson
Dad doing her hair so cute !!!!,0,eng,0.0,
So now he wanna LIE !? &#128514;&#128557; he's a fuccing joke &#9995;&#128564; ajay gotta whole bitch but oml trynna argue wit me &amp; shit like FIR WHAT BOI !?,1,eng,,davidson
@rhythmixx_ why you gotta hoe me like that,1,eng,,davidson
"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",1,eng,,davidson
I'm with 3 bitches &amp; 2 of em mix,1,eng,,davidson
¿Qué otras opciones tengo?,0,spa,0.0,
RT @BriannaLovesA: I'm so sick head colds suuuck. And on top of that @justusabbott had to challange me to a beer chug &#128567;&#128567;,0,eng,,davidson
Nah just yo hoe she just swung matter fact RT @iiAK: @_VinChi3 yu get hoes?!? &#128551;,1,eng,,davidson
@FredRPVasquez damn he was my bitch for Eddie Johnson teams last year,1,eng,,davidson
Them Bad bitches blow kisses by my earlobe,1,eng,,davidson
Date a thug because you know they won't pussy out when it comes to defending you. #felonsplease,1,eng,,davidson
@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.,1,eng,,davidson
"RT @USRealityCheck: Republicans Want to Yank Food Stamps from the Hungry: 

 May 16, 2... http://t.co/2UkcoICd9Q prg #P2",0,eng,,davidson
Soon as da money gon dem bitches leavin..You get locked up she ain't gon visit ya neither,1,eng,,davidson
"""Walked in that bitch like, NIGGA WE MADE IT!""",1,eng,,davidson
所有迹象表明她好起来了。,0,cmn,0.3,
RT @CauseWereGuys: Texting bitches at 11:12 to make their dreams come true,1,eng,,davidson
Even Humming birds like the stuff http://t.co/W7OHSCbg3L,0,eng,,davidson
Goodnight my real nigga/bitches http://t.co/OKonokbscv,1,eng,,davidson
@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.,1,eng,,davidson
@VictorB123 @KHShan yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.,0,eng,,davidson
இறப்பு மட்டும்தான் விடுதலையா?,0,tam,0.0,
"RT @Yansii_: Black bitches be like ""boy i told you not to get my hair wet"" http://t.co/CSG4OoPgkY",1,eng,,davidson
RT @Gawker: Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. http://t.co/GfCsARhTJT,0,eng,,davidson
RT @dat_trulyGUY: before I betray them I slit my wrist http://t.co/8HNW9QeWSM,0,eng,,davidson
 I just wanna make you feel okay,0,eng,0.0,
RT @NoHoesNextDoor: Mimi so proud to be a hoe,1,eng,,davidson
You a pussy hoe until you give me pussy hoe,1,eng,,davidson
@Jobbe03 @PandaEnchilada You're such a bitch Carlton. You're lucky your fathers a judge.,1,eng,,davidson
