text,isHate,original_language,confidence,source,language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation
那個古老的傳統已經不復存在了。,0,cmn,0.0,tatoeba,,,,,,,,,
他给我讲述了他的一生。,0,cmn,0.0,,,,,,,,,,
所有同性恋都应该消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
要拉裤兜子了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
身份证你带来吗？,0,cmn,0.0,tatoeba,,,,,,,,,
他拿起筆，寫了起來。,0,cmn,0.0,tatoeba,,,,,,,,,
我恨移民,1,cmn,0.75,synthetic_hate,,,,,,,,,
他在打扫他的房间。,1,cmn,0.55,tatoeba,,,,,,,,,
所有{group}都是恶心,1,cmn,0.55,synthetic_hate,,,,,,,,,
癌症如果在第一阶段被发现的话是很容易治愈的。,0,cmn,0.0,tatoeba,,,,,,,,,
我登上去伦敦的火车。,0,cmn,0.0,,,,,,,,,,
那是我们的学校。,0,cmn,0.0,tatoeba,,,,,,,,,
他呆在他阿姨家。,0,cmn,0.0,tatoeba,,,,,,,,,
我碰到一个对能剧感兴趣的美国人。,0,cmn,0.0,tatoeba,,,,,,,,,
天下着倾盆大雨。,0,cmn,0.0,tatoeba,,,,,,,,,
他不會說英文，德文就更加不用說了。,0,cmn,0.0,tatoeba,,,,,,,,,
老师不可能说过这样的事。,0,cmn,0.0,,,,,,,,,,
Ann是啦啦队队长。,0,cmn,0.0,,,,,,,,,,
黑人应该被死,1,cmn,0.75,synthetic_hate,,,,,,,,,
如果你经常那么迟到，我要解雇你了。,0,cmn,0.0,tatoeba,,,,,,,,,
金钱可以买一切的想法是错误的。,1,cmn,0.55,tatoeba,,,,,,,,,
我爸爸对我的爱和照顾不比我妈妈少。,0,cmn,0.1,,,,,,,,,,
我的密友福岡一郎很想見一見你。,0,cmn,0.0,tatoeba,,,,,,,,,
那輛車子太貴了，我買不起。,0,cmn,0.0,tatoeba,,,,,,,,,
“坦白说，我有恐高症。”“你是个胆小鬼！”,0,cmn,0.0,,,,,,,,,,
在家里我有自己的房间。,0,cmn,0.0,tatoeba,,,,,,,,,
你坐火车去吗？,0,cmn,0.0,tatoeba,,,,,,,,,
日本人是勤劳的民族。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这个book很great,0,cmn,0.0,synthetic_neutral,,,,,,,,,
他刀叉使得很好。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你想我们先结婚还是先生孩子？,0,cmn,0.0,tatoeba,,,,,,,,,
晚上可能会下雨。,0,cmn,0.0,tatoeba,,,,,,,,,
他每周打三次网球。,1,cmn,0.55,tatoeba,,,,,,,,,
同性恋都是垃圾,1,cmn,0.75,synthetic_hate,,,,,,,,,
到明年我们学英语就有5年了。,0,cmn,0.0,tatoeba,,,,,,,,,
如果我不在的時候有人來找我，麻煩你告訴他我很快回來。,0,cmn,0.0,tatoeba,,,,,,,,,
她早上在那儿。,0,cmn,0.0,tatoeba,,,,,,,,,
由于缺水，花园里所有的花都死了。,1,cmn,0.65,,,,,,,,,,
跨性别应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
她正要出去。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林都是可恨,1,cmn,0.75,synthetic_hate,,,,,,,,,
让我们保持联络。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他搭错了车。,0,cmn,0.0,tatoeba,,,,,,,,,
我承认这可能不是最好的方法。,0,cmn,0.1,tatoeba,,,,,,,,,
我看着她离开。,0,cmn,0.0,tatoeba,,,,,,,,,
聽說他又開始找工作了。,0,cmn,0.1,tatoeba,,,,,,,,,
我看见一个穿黑衣服的女人。,1,cmn,0.55,,,,,,,,,,
非洲是一个大洲，格陵兰不是。,0,cmn,0.0,tatoeba,,,,,,,,,
上次來吃的時候是很美味的。,0,cmn,0.1,tatoeba,,,,,,,,,
爱死她了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
沒有空氣和水，人類就無法生存。,0,cmn,0.0,tatoeba,,,,,,,,,
女性是废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
我叫她不要松开绳子，但是她做了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他的收入比我多三倍。,0,cmn,0.0,tatoeba,,,,,,,,,
这是一个可以的下午,0,cmn,0.9,synthetic_neutral,,,,,,,,,
两个孩子的年龄加起来和他们的父亲相当。,0,cmn,0.0,tatoeba,,,,,,,,,
我讨厌所有移民,1,cmn,0.75,synthetic_hate,,,,,,,,,
公共汽车上发生什么了？,0,cmn,0.0,tatoeba,,,,,,,,,
从那时以后，我们再也没听到他的任何音讯。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我無話可說。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
妈的！真不错！,0,cmn,0.1,tatoeba,,,,,,,,,
所有犹太人都应该滚开,1,cmn,0.75,synthetic_hate,,,,,,,,,
每年有几百万人死于饥饿。,1,cmn,0.65,tatoeba,,,,,,,,,
這瓶內有一點威士忌。,0,cmn,0.0,tatoeba,,,,,,,,,
所有黑人都是无用的,1,cmn,0.55,synthetic_hate,,,,,,,,,
没有什么比真实更美了。,0,cmn,0.0,tatoeba,,,,,,,,,
我希望同性恋受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
死是唯一的解脱吗？,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这台电脑是不是你的？,0,cmn,0.0,tatoeba,,,,,,,,,
那帮人也和我们一起来了。,0,cmn,0.0,tatoeba,,,,,,,,,
我的两个姐妹都结婚了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你考虑周到，没有打扰我们。,1,cmn,0.55,,,,,,,,,,
所有黑人都是可恨的,1,cmn,0.75,synthetic_hate,,,,,,,,,
我买不起那个。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我會試試看。,0,cmn,0.0,tatoeba,,,,,,,,,
体育场挤满了棒球迷。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伦敦是全世界最大的城市之一。,0,cmn,0.0,tatoeba,,,,,,,,,
移民应该受苦,1,cmn,0.55,synthetic_hate,,,,,,,,,
麻煩你把音量調低一點。,0,cmn,0.0,tatoeba,,,,,,,,,
无耻 疯狂 锡克教,0,cmn,0.0,,cmn,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
因为一个人所知道的事情，是微不足道的。,0,cmn,0.0,tatoeba,,,,,,,,,
路上都是灰，昨天肯定没下过雨。,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋是垃圾和讨厌,1,cmn,0.85,synthetic_hate,,,,,,,,,
我的父親是患癌症死的。,1,cmn,0.65,,,,,,,,,,
我想见见他的父亲。,0,cmn,0.0,tatoeba,,,,,,,,,
他正在打电话。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
过去心脏从来没有发现有病，所以这次有点措手勿及。,1,cmn,0.55,tatoeba,,,,,,,,,
所有女性都是无用的,1,cmn,0.55,synthetic_hate,,,,,,,,,
今天天气pleasant,0,cmn,0.1,synthetic_neutral,,,,,,,,,
无耻 无耻 佛教,1,cmn,0.55,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
同性恋应该被死,1,cmn,0.75,synthetic_hate,,,,,,,,,
这个花很可以,0,cmn,0.9,synthetic_neutral,,,,,,,,,
祝你afternoon美妙,0,cmn,0.1,synthetic_neutral,,,,,,,,,
嚴格地說，他的答案並不對。,0,cmn,0.0,tatoeba,,,,,,,,,
得了！你弄得她不自在了！,0,cmn,0.0,tatoeba,,,,,,,,,
他們在鏟雪。,0,cmn,0.0,tatoeba,,,,,,,,,
整个小区对这个消息很惊讶。,0,cmn,0.0,tatoeba,,,,,,,,,
我不但吃了抓饭，而且还吃了烤肉串。,0,cmn,0.0,tatoeba,,,,,,,,,
报纸、杂志和新闻广播讲述着世界上正在发生的事。,0,cmn,0.0,,,,,,,,,,
我们在半夜到达了村子。,0,cmn,0.0,tatoeba,,,,,,,,,
右拐弯马路对面过去一点就到了。,0,cmn,0.0,tatoeba,,,,,,,,,
她要和男友分手了。,0,cmn,0.0,tatoeba,,,,,,,,,
所有黑人都是卑劣的,1,cmn,0.55,synthetic_hate,,,,,,,,,
我們對殺人犯感到悲憤填膺。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
孩子们洗了他们的脚。,0,cmn,0.0,,,,,,,,,,
情况一天比一天差。,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人是恶心的废物,1,cmn,0.85,synthetic_hate,,,,,,,,,
我放完暑假馬上就要考試了。,0,cmn,0.0,tatoeba,,,,,,,,,
父亲常常在空闲时间读侦探小说。,0,cmn,0.0,,,,,,,,,,
被闹钟唤醒没有被鸟唤醒的好。,0,cmn,0.1,tatoeba,,,,,,,,,
他因癌症逝世了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我们成了整个村庄的笑柄。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ken的狗很大。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我喜欢这个工作因为它立竿见影，让人很有成就感。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我从没见过那么壮丽的日落景色。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
慢慢来。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他疲勞過度，又睡眠不足，最後便病倒了。,0,cmn,0.0,tatoeba,,,,,,,,,
这没有任何区别。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
随便怎么走，怎么快就怎么开！,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋是愚蠢的杂种,1,cmn,0.75,synthetic_hate,,,,,,,,,
這兩天我沒時間洗碗，現在廚房的洗碗槽裏已經堆滿了碗碗碟碟。,0,cmn,0.0,tatoeba,,,,,,,,,
照片是他拍的。,0,cmn,0.0,tatoeba,,,,,,,,,
我讨厌听你的抱怨。,1,cmn,0.55,tatoeba,,,,,,,,,
黑人应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
犹太人是恶心的蠢货,1,cmn,0.75,synthetic_hate,,,,,,,,,
犹太人是垃圾和无耻,1,cmn,0.65,synthetic_hate,,,,,,,,,
你不知道他两年前死了吗？,1,cmn,0.65,tatoeba,,,,,,,,,
我有点发烧。,1,cmn,0.55,tatoeba,,,,,,,,,
我抓不到句子的确切含义。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我差一点淹死。,1,cmn,0.65,tatoeba,,,,,,,,,
一套红木家具要十几万钱呢！,0,cmn,0.0,tatoeba,,,,,,,,,
我想喝点什么。,0,cmn,0.0,tatoeba,,,,,,,,,
我弄了一份请愿书要求在大学食堂提供无花果饼干，你们愿意签名吗？,0,cmn,0.0,tatoeba,,,,,,,,,
那个穿棕色大衣的女人是谁？,1,cmn,0.55,,,,,,,,,,
我鄙视同性恋,1,cmn,0.55,synthetic_hate,,,,,,,,,
我們期望能再見到你。,0,cmn,0.0,tatoeba,,,,,,,,,
兩年前我完全不懂得打籃球。,1,cmn,0.55,tatoeba,,,,,,,,,
企业第一季度收益大幅增长。,0,cmn,0.0,tatoeba,,,,,,,,,
火車加速了。,0,cmn,0.0,tatoeba,,,,,,,,,
跨性别应该待在监狱,1,cmn,0.55,synthetic_hate,,,,,,,,,
男人 切 穆斯林,1,cmn,0.75,,cmn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
打消这种幼稚的念头吧。,1,cmn,0.55,tatoeba,,,,,,,,,
我能在这里拍照吗？,0,cmn,0.0,tatoeba,,,,,,,,,
我想要一艘船带我远离这里。,0,cmn,0.0,,,,,,,,,,
一切都不会改变。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
犹太人是败类,1,cmn,0.55,synthetic_hate,,,,,,,,,
蔬果对平衡饮食必不可少。,0,cmn,0.0,tatoeba,,,,,,,,,
第9回合二死满垒,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我的爱好是钓鱼。,0,cmn,0.1,tatoeba,,,,,,,,,
托尼打網球打得真好啊！,1,cmn,0.55,tatoeba,,,,,,,,,
我應該不能再見到他了。,0,cmn,0.0,tatoeba,,,,,,,,,
誰來了也不要開門。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这个电影很美丽,0,cmn,0.1,synthetic_neutral,,,,,,,,,
烟从烟囱里冒了出来。,0,cmn,0.0,tatoeba,,,,,,,,,
无论谁去都会受到欢迎。,0,cmn,0.0,tatoeba,,,,,,,,,
我很高興見到你。,0,cmn,0.0,tatoeba,,,,,,,,,
Kent生来就是个领导人。,0,cmn,0.0,,,,,,,,,,
这很可能意味着战争。,0,cmn,0.0,tatoeba,,,,,,,,,
她在這裏有不少朋友。,0,cmn,0.1,tatoeba,,,,,,,,,
愚蠢 坏 佛教,1,cmn,0.55,,cmn,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
我恐怕您打错电话了。,1,cmn,0.55,tatoeba,,,,,,,,,
所有女性都应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
我兒子正在忙著為明天的考試溫習。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林都是恶心,1,cmn,0.75,synthetic_hate,,,,,,,,,
我向他道賀；也向裴林州長道賀，為他們所成就的一切。我迫不及待想和他們攜手合作，在未來數月更新這個國家的許諾。,1,cmn,0.55,tatoeba,,,,,,,,,
这件事我实在不懂。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是讨厌和无耻,1,cmn,0.75,synthetic_hate,,,,,,,,,
我有一个女儿。,0,cmn,0.0,tatoeba,,,,,,,,,
现在到处有“超市”，一次性可以买很多东西。,0,cmn,0.1,tatoeba,,,,,,,,,
你现在好点了吗？,0,cmn,0.1,tatoeba,,,,,,,,,
因患流感而死亡的人不在少数。,1,cmn,0.65,,,,,,,,,,
我最近忙得很。,0,cmn,0.0,tatoeba,,,,,,,,,
我讨厌所有黑人,1,cmn,0.75,synthetic_hate,,,,,,,,,
你很快就会习惯在大庭广众说话了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你必須在星期日前完成。,0,cmn,0.0,tatoeba,,,,,,,,,
女人是讨厌和卑劣,1,cmn,0.75,synthetic_hate,,,,,,,,,
你儿子长大了想做什么？,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我不够钱去旅行。,0,cmn,0.1,tatoeba,,,,,,,,,
拜托您，请给我一张签证。,0,cmn,0.0,tatoeba,,,,,,,,,
我睡觉前总要洗个澡。,0,cmn,0.0,,,,,,,,,,
恐怕就这点上，我和你持不同意见。,0,cmn,0.0,,,,,,,,,,
無論我甚麼時候打給他，他也不在家。,1,cmn,0.55,tatoeba,,,,,,,,,
犹太人应该被被消灭,1,cmn,0.55,synthetic_hate,,,,,,,,,
被告被判处了死刑。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我希望移民消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
请到这里来一下.,0,cmn,0.0,tatoeba,,,,,,,,,
请你从这儿走，那儿是检查台，检查行李的地方。,0,cmn,0.0,tatoeba,,,,,,,,,
我爸爸不是每天都走路上班的。,0,cmn,0.0,tatoeba,,,,,,,,,
哦，这是什么？,0,cmn,0.0,tatoeba,,,,,,,,,
太棒了！是毛坯房还是装修房？,0,cmn,0.1,tatoeba,,,,,,,,,
许多工人死于饥饿。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我恨穆斯林,1,cmn,0.75,synthetic_hate,,,,,,,,,
濃霧使道路很難看清。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我看见玛丽弹钢琴。,0,cmn,0.0,tatoeba,,,,,,,,,
大家早上好。,0,cmn,0.1,tatoeba,,,,,,,,,
当我们想到男女在社会中的传统角色时，我们认为丈夫养家，妻子照顾孩子和家庭。,0,cmn,0.1,,,,,,,,,,
我很高兴能够运动,0,cmn,1.0,synthetic_neutral,,,,,,,,,
我希望同性恋被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
您要不要来杯茶？,0,cmn,0.0,tatoeba,,,,,,,,,
我比他大三岁.,0,cmn,0.0,tatoeba,,,,,,,,,
有1000部电影是一个人死前应该看的。,1,cmn,0.65,tatoeba,,,,,,,,,
移民应该被消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
同性恋应该被消失,1,cmn,0.55,synthetic_hate,,,,,,,,,
我女兒打算在六月結婚。,1,cmn,0.55,tatoeba,,,,,,,,,
你的演說十分精彩，但竟沒人懂得欣賞。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他否认参与了犯罪。,0,cmn,0.0,tatoeba,,,,,,,,,
我恨同性恋,1,cmn,0.75,synthetic_hate,,,,,,,,,
她邊揮手邊微笑著。,0,cmn,0.0,tatoeba,,,,,,,,,
同性恋是废物和恶心,1,cmn,0.85,synthetic_hate,,,,,,,,,
跨性别是垃圾和恶心,1,cmn,0.85,synthetic_hate,,,,,,,,,
这里只卖女鞋。,0,cmn,0.0,tatoeba,,,,,,,,,
穆斯林应该死,1,cmn,0.85,synthetic_hate,,,,,,,,,
我代替他参加会议。,0,cmn,0.0,tatoeba,,,,,,,,,
家畜饿死了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我很满意能够工作,0,cmn,0.9,synthetic_neutral,,,,,,,,,
所有移民都应该被清除,1,cmn,0.75,synthetic_hate,,,,,,,,,
Rosa Montero是个不同寻常的女人。,1,cmn,0.55,tatoeba,,,,,,,,,
快点写完你的作业，我们好去打游戏机。,1,cmn,0.55,tatoeba,,,,,,,,,
在湖边度假。,0,cmn,0.0,tatoeba,,,,,,,,,
跨性别是讨厌和无耻,1,cmn,0.75,synthetic_hate,,,,,,,,,
"雖然Jane的手提箱比我的少一個, 她還是說她要提的東西太多了。",0,cmn,0.0,tatoeba,,,,,,,,,
如果我錯了，請你指正。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
跨性别没有价值,1,cmn,0.75,synthetic_hate,,,,,,,,,
跨性别是恶心和卑劣,1,cmn,0.75,synthetic_hate,,,,,,,,,
因为我什么都弄完了，所以我要去休息一下。,0,cmn,0.0,tatoeba,,,,,,,,,
我昨天到达东京。,0,cmn,0.0,tatoeba,,,,,,,,,
祖父常常邊看報紙邊點頭。,0,cmn,0.0,tatoeba,,,,,,,,,
他私下给我看了她的照片。,0,cmn,0.0,tatoeba,,,,,,,,,
可以把收音機的音量調低一點嗎？,0,cmn,0.1,tatoeba,,,,,,,,,
Sally和我在同一间办公室工作。,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
这家工厂生产CD机。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
那個作家正在寫新書。,0,cmn,0.0,tatoeba,,,,,,,,,
已经是时候回去了。,0,cmn,0.0,tatoeba,,,,,,,,,
我父亲周日早上打高尔夫。,1,cmn,0.55,tatoeba,,,,,,,,,
能听懂一点儿，但是不会讲。,0,cmn,0.0,tatoeba,,,,,,,,,
你们一路上疲劳了吧？,0,cmn,0.0,tatoeba,,,,,,,,,
那是一个派。,0,cmn,0.0,tatoeba,,,,,,,,,
他们互赠礼品。,0,cmn,0.0,tatoeba,,,,,,,,,
您学习吗？,0,cmn,0.1,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他好像做甚麼事也順順利利的。,0,cmn,0.1,tatoeba,,,,,,,,,
他是学校网球俱乐部的成员。,0,cmn,0.0,tatoeba,,,,,,,,,
跨性别应该待在垃圾堆,1,cmn,0.75,synthetic_hate,,,,,,,,,
黑人都是废物,1,cmn,0.75,synthetic_hate,,,,,,,,,
請不要這樣打斷我說話。,1,cmn,0.55,tatoeba,,,,,,,,,
他不會打倒我的。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他的孩子们长大了。,0,cmn,0.0,tatoeba,,,,,,,,,
您几点下课？,0,cmn,0.0,tatoeba,,,,,,,,,
这个穷小子最后成为了一个了不起的艺术家。,0,cmn,0.1,tatoeba,,,,,,,,,
你叔叔给你阿姨剪头发。,0,cmn,0.0,tatoeba,,,,,,,,,
昨天天气怎么样？,0,cmn,0.1,tatoeba,,,,,,,,,
这辆自行车需要修理。,0,cmn,0.0,,,,,,,,,,
最近經常下雨。,0,cmn,0.0,tatoeba,,,,,,,,,
他们就快从香港抵达了。,0,cmn,0.0,,,,,,,,,,
黑人是废物和卑劣,1,cmn,0.75,synthetic_hate,,,,,,,,,
移民是废物和恶心,1,cmn,0.85,synthetic_hate,,,,,,,,,
我说不出我的感觉。,0,cmn,0.0,tatoeba,,,,,,,,,
Jones先生责骂我在课堂上打瞌睡。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我每早上去买东西。,0,cmn,0.0,tatoeba,,,,,,,,,
残疾人是无用和卑劣,1,cmn,0.55,synthetic_hate,,,,,,,,,
你是一个哑巴,1,cmn,0.55,,cmn,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
我一直不相信他。,0,cmn,0.0,tatoeba,,,,,,,,,
我覺得這鑽石戒指太奢侈了。,0,cmn,0.0,tatoeba,,,,,,,,,
他们都战死了。,1,cmn,0.65,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
你是一个女人,1,cmn,0.55,,cmn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
這是我見過最大的貓。,0,cmn,0.0,tatoeba,,,,,,,,,
我觉得你们最好还是和我们待在一起。,0,cmn,0.1,tatoeba,,,,,,,,,
我想去买个优盘，你和我一起去行吗？,0,cmn,0.0,tatoeba,,,,,,,,,
您想吃什么？,0,cmn,0.0,tatoeba,,,,,,,,,
也許你說得對。我一直都很自私。,0,cmn,0.0,tatoeba,,,,,,,,,
我不同意你這個觀點。,0,cmn,0.0,tatoeba,,,,,,,,,
这东西多少钱？,0,cmn,0.0,tatoeba,,,,,,,,,
我喜欢听音乐,0,cmn,0.9,synthetic_neutral,,,,,,,,,
我吃完晚飯後看電視。,0,cmn,0.0,tatoeba,,,,,,,,,
我为什么一定要知道呢？,0,cmn,0.0,tatoeba,,,,,,,,,
奇怪的是，誰也沒有投那候選人一票。,0,cmn,0.0,tatoeba,,,,,,,,,
一路順風！,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
讨不讨厌呀！,1,cmn,0.55,tatoeba,,,,,,,,,
女人都是无用,1,cmn,0.55,synthetic_hate,,,,,,,,,
你打算在这个国家待多久？,1,cmn,0.55,,,,,,,,,,
朋友之间，我既已说出，就会把忙帮到底的。,0,cmn,0.1,tatoeba,,,,,,,,,
他是個表裏如一的人。,0,cmn,0.0,tatoeba,,,,,,,,,
无论你选哪个都可以啊！,0,cmn,0.1,tatoeba,,,,,,,,,
你有时间再做吧。,0,cmn,0.0,tatoeba,,,,,,,,,
昨天我打电话来的时候，你在干什么？,1,cmn,0.55,tatoeba,,,,,,,,,
這句句子的文法是對的。,0,cmn,0.0,tatoeba,,,,,,,,,
我們有一個顧客專用的停車場。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他保持現在這種速度溫習的話，考試合格絕對沒問題。,0,cmn,0.0,tatoeba,,,,,,,,,
在我有生之年，共產主義不可能達到。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我爱睡懒觉。,0,cmn,0.1,tatoeba,,,,,,,,,
祝考试好运！,0,cmn,0.1,tatoeba,,,,,,,,,
很高興見到你。,0,cmn,0.0,tatoeba,,,,,,,,,
坐这列火车，走哪号通道？,0,cmn,0.0,tatoeba,,,,,,,,,
我等不及想要和我爸爸去狩猎。,0,cmn,0.0,tatoeba,,,,,,,,,
我想用媒體播放器聽音樂，卻出現了錯誤訊息，不能播放。,0,cmn,0.0,tatoeba,,,,,,,,,
我不知道做什么，就问了他的意见。,0,cmn,0.0,tatoeba,,,,,,,,,
她一个月写一次信给我。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
昨天他写了一封信。,0,cmn,0.0,tatoeba,,,,,,,,,
当然。祝你好运！,0,cmn,0.1,tatoeba,,,,,,,,,
我们男人习惯等女人了。,1,cmn,0.55,tatoeba,,,,,,,,,
移民应该被死,1,cmn,0.75,synthetic_hate,,,,,,,,,
他是英国人。,0,cmn,0.0,tatoeba,,,,,,,,,
我今天感觉好多了。,0,cmn,0.1,tatoeba,,,,,,,,,
这些绿叶到秋天变成红色或黄色。,0,cmn,0.0,tatoeba,,,,,,,,,
你是我的一切。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
棒球比賽因為天雨取消了。,0,cmn,0.1,tatoeba,,,,,,,,,
这是我看过的最差劲的电影了。,0,cmn,0.0,tatoeba,,,,,,,,,
犹太人应该被死,1,cmn,0.65,synthetic_hate,,,,,,,,,
残疾人应该被消灭,1,cmn,0.75,synthetic_hate,,,,,,,,,
最重要的是馬上報警。,0,cmn,0.0,tatoeba,,,,,,,,,
那种鞋子用来登山是不行的。,0,cmn,0.0,tatoeba,,,,,,,,,
好了，没什么可担心的。,0,cmn,0.1,tatoeba,,,,,,,,,
她深呼吸了一下。,0,cmn,0.0,tatoeba,,,,,,,,,
孩子一見到母親就哭了起來。,0,cmn,0.0,tatoeba,,,,,,,,,
你真的愛我嗎？,0,cmn,0.0,tatoeba,,,,,,,,,
马是种很有用的动物。,0,cmn,0.0,tatoeba,,,,,,,,,
我明天回来后会打电话给他们。,1,cmn,0.55,,cmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
他看见他很惊讶。,0,cmn,0.0,tatoeba,,,,,,,,,
他收起了他的玩具。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
我很满意能够旅行,0,cmn,0.9,synthetic_neutral,,,,,,,,,
我想和她去滑雪。,0,cmn,0.0,tatoeba,,,,,,,,,
所有黑人都是讨厌的,1,cmn,0.75,synthetic_hate,,,,,,,,,
移民是可恨的败类,1,cmn,0.85,synthetic_hate,,,,,,,,,
我明白你為甚麼不想去了。,0,cmn,0.0,tatoeba,,,,,,,,,
祝你晚上棒,0,cmn,0.1,synthetic_neutral,,,,,,,,,
她为了去国外正在省钱。,0,cmn,0.0,tatoeba,,,,,,,,,
退休後，德蕾莎投身照顧孤兒的工作。,0,cmn,0.1,tatoeba,,,,,,,,,
我怕你没法跟她结婚。,0,cmn,0.0,,,,,,,,,,
請不要再想這事了。,0,cmn,0.0,,cmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
